Administrator,Access Type,Notes,Use Type,lake_id
US Forest Service,Channel,"Carry-down access at Comfort Lake then paddle acrsoos Comfort Lake and through channel, or on portage trail to Island River Lake.",Open to Public use,38028900
US Forest Service,Portage,,Fee/Permit needed,38028900
US Forest Service,Carry-In,,Open to Public use,38028900
US Forest Service,Carry-In,,Open to Public use,38029000
US Forest Service,Portage,,Open to Public use,38029000
US Forest Service,Earthen,Gravel trailer in access at the USFS campground.,Open to Public use,38029200
,Carry-In,Some erosion occuring on both hillsides. Three or four logs need to be chainsawed out to improve access,Open to Public use,38029300
US Forest Service,Portage,,Open to Public use,38031500
Unknown,Other,Lies within BWCA. Portages from either Thomas or Alice Lakes- Non-motorized Route.,Unknown,38032900
Unknown,Other,In BWCA. Non-motor route. Accessible via Kawishiwi R. portage from Cacabic Lake.,Unknown,38033000
Unknown,Other,None observed,Unknown,38033600
Unknown,Other,In BWCA ~ Portages from Insula Lake and Alice Lake~ via Hum L.~ Non-motor route.,Unknown,38034000
US Forest Service,Portage,,Fee/Permit needed,38035100
DNR,Channel,,Fee/Permit needed,38035100
US Forest Service,Portage,,Fee/Permit needed,38035100
US Forest Service,Portage,,Fee/Permit needed,38035100
US Forest Service,Portage,,Fee/Permit needed,38035100
Unknown,Other,DESIGNATED PUBLIC ACCESS VIA TWO U.S.F.S. PORTAGES 160 YARDS EAST FROM GERUND LAKE and 1/4 MI SE WISINI,Open to Public use,38036500
Unknown,Other,Portages from Fraser and Ahmakose lake in the BWCA on a non-motor route.,Unknown,38036600
Unknown,Other,Portage from Ina Lake at Thomas Lake.,Unknown,38036900
Unknown,Other,ACCESS BY USFS PORTAGES FROM GERRUND ~55 YARDS~AND SHEPO LAKES ~66 YARDS~ AND BY WATER ROUTE,Unknown,38037200
Unknown,Other,Portage from Fraser and Sagus Lakes.,Unknown,38037300
Unknown,Other,Portage from Fraser Lake in BWCA on a non-motor route.,Unknown,38037600
Unknown,Other,In BWCA Non-motor route. No portage trails provided.,Unknown,38038200
US Forest Service,Portage,15 rods,Open to Public use,38038600
US Forest Service,Portage,130 rods,Open to Public use,38038600
US Forest Service,Portage,0.6 miles,Open to Public use,38038600
US Forest Service,Portage,15 rods,Open to Public use,38038800
US Forest Service,Portage,25 rods,Open to Public use,38038800
US Forest Service,Portage,20 rods,Open to Public use,38038800
US Forest Service,Portage,25 rods,Open to Public use,38038800
Unknown,Other,Portage from Knife Lake or Spoon Lake. BWCA-No motors allowed.,Unknown,38039000
Unknown,Other,1/6 mile portage from Pickle Lake.,Unknown,38039200
US Forest Service,Concrete,West side off of USFS Road #172.,Open to Public use,38039300
US Forest Service,Carry-In,Airplane dock and accessible fishing pier.,Open to Public use,38039300
US Forest Service,Carry-In,,Open to Public use,38039500
US Forest Service,Portage,,Open to Public use,38039500
US Forest Service,Portage,,Fee/Permit needed,38039600
US Forest Service,Portage,,Fee/Permit needed,38039600
US Forest Service,Carry-In,180 rod portage from Kiana Lake.,Unknown,38039700
US Forest Service,Carry-In,10 rod portage from Alice Lake via the Kawishiwi River.,Unknown,38039700
US Forest Service,Carry-In,60 rod portage from Carol Lake.,Unknown,38039700
US Forest Service,Carry-In,Several portages from Hope Lake via Hope Creek.,Unknown,38039700
US Forest Service,Carry-In,105 rod portage from Hudson Lake.,Unknown,38039700
Unknown,Other,Accessible by canoe and portage only.,Unknown,38039900
US Forest Service,Carry-In,Five rod portage from Jordan Lake.,Unknown,38040000
US Forest Service,Carry-In,Ten rod portage from Alworth Lake.,Unknown,38040000
US Forest Service,Carry-In,Fifty rod portage from Hatchet Lake.,Unknown,38040000
Unknown,Other,Portage from Ima Lake BWCA-No motors allowed.,Unknown,38040100
US Forest Service,Carry-In,,Fee/Permit needed,38040400
US Forest Service,Carry-In,,Fee/Permit needed,38040400
US Forest Service,Carry-In,,Fee/Permit needed,38040400
DNR,Concrete,Concrete plank ramp on the north end of the lake off of Lake County Rd. #408 (Lax Lake Road).,Open to Public use,38040600
DNR,Portage,,Open to Public use,38040800
DNR,Portage,,Open to Public use,38040800
DNR,Carry-In,Access on the south side of the lake from the Red Dot ATV and Snowmobile Trail.,Open to Public use,38040900
DNR,Portage,A 0.2 mile portage trail from Bear Lake to the northeast end of Bean Lake.,Open to Public use,38040900
Unknown,Other,FROM FINLAND TAKE THE HEFFELFINGER ROAD 7.0 MILES WEST TO GRAVEL PIT THEN S.W. APPROX. 2000 FT.,Unknown,38041100
Unknown,Other,NONE,Unknown,38041300
US Forest Service,Earthen,Access is on the Wanless Road. Use caution when backing a trailer due to limited visibility.,Open to Public use,38041500
Unknown,Other,NONE,Unknown,38041700
DNR,Earthen,,Open to Public use,38042000
US Forest Service,Carry-In,Trail Across Bog,Open to Public use,38042200
US Forest Service,Carry-In,,Open to Public use,38042200
Unknown,Other,FROM KELLY LANDING TAKE USFS RD. #369 WEST 3/8MILES TO UNMARKED ROAD THEN RIGHT ABOUT 2 MILES,Unknown,38042500
US Forest Service,Carry-In,,Open to Public use,38042700
US Forest Service,Carry-In,,Open to Public use,38042800
Unknown,Other,FROM USFS RD. 369 EAST ABOUT 0.5 MILES THEN SOUTH ABOUT 200 YARDS ACROSS LOGGING SITE.,Unknown,38042900
US Forest Service,Carry-In,,Open to Public use,38043000
US Forest Service,Carry-In,,Open to Public use,38043100
US Forest Service,Carry-In,Carry-in from parking area.,Open to Public use,38043200
US Forest Service,Carry-In,"Take USFS Rd #368 approximately 1 mile to the end of the road. Then take 500 foot trail, on steep terrain, to the southwest side of the southwest basin of the lake. Parking for four vehicles.",Open to Public use,38044000
US Forest Service,Other,Access via the outlet of Sylvania Lake at USFS Rd. 379; downstream 700 feet to Jack Lake.,Unknown,38044100
US Forest Service,Carry-In,,Fee/Permit needed,38044300
Unknown,Other,AT SAWBILL LANDING GO NORTH 2 MILES ON USFS RD.#174; WEST 1.6 MILES ON USFS RD. #374,Unknown,38044500
US Forest Service,Other,From logging access road; then hike 365 yds. northwest across logged area; then 235 yds west across wet bog to the lake. Not a designated access.,Unknown,38044600
US Forest Service,Carry-In,A 1;500 ft. trail; cut by the 1993 lake survey crew; to the southeast corner of the lake. (T61N;R8W;S24),Unknown,38044700
Unknown,Other,RECENT LOGGING ACTIVITY ON THE EAST SHORE HAS IMPROVED ACCESS BY FOOT SNOWMOBILE OR ATV.,Unknown,38044800
US Forest Service,Other,BWCAW access via canoe routes; no motorized travel allowed.,Unknown,38044900
US Forest Service,Other,BWCAW access via canoe routes; no motorized travel allowed.,Unknown,38045200
US Forest Service,Other,BWCAW access via canoe routes; no motorized access allowed.,Unknown,38045300
US Forest Service,Other,BWCAW access via canoe routes; no motorized travel allowed.,Unknown,38045500
US Forest Service,Other,BWCAW access via canoe route from various entry points.,Unknown,38045900
US Forest Service,Carry-In,Becoosin/Benezie Loop; S of Kekekabic Trail.,Unknown,38047200
US Forest Service,Carry-In,Becoosin/Benezie Loop; S. of Kekekabic Trail.,Unknown,38047300
US Forest Service,Carry-In,30 yard portage from Insula Lake during low water - direct water access during high water.,Unknown,38047700
US Forest Service,Carry-In,Portage from Snowbank Lake (1/2 mile). In the BWCAW non-motorized route.,Unknown,38048800
US Forest Service,Carry-In,Portage from Parent Lake (1/4 mile). In the BWCAW non-motorized route.,Unknown,38048800
US Forest Service,Carry-In,Portage from Ahsub Lake (150 yards). In the BWCAW non-motorized route.,Unknown,38048800
Unknown,Other,Accessible by canoe and portage only.,Unknown,38049000
US Forest Service,Portage,0.6 mile portage,Open to Public use,38049100
US Forest Service,Portage,0.25 mile portage,Open to Public use,38049100
US Forest Service,Portage,0.6 mile portage,Open to Public use,38049100
US Forest Service,Portage,Portage is 350 yards.,Open to Public use,38049200
US Forest Service,Portage,Trail is approximately 3/4 mile from Ensign Lake. The trail is typically used in the winter.,Open to Public use,38049200
US Forest Service,Carry-In,100 rod portage from Frog Lake.,Unknown,38049500
US Forest Service,Carry-In,100 rod portage from Ensign Lake.,Unknown,38049500
US Forest Service,Carry-In,50 rod portage from Unnamed Creek on West end.,Unknown,38049500
US Forest Service,Carry-In,Portages from Splash; Trident; Vera; Ashigan and Boot Lakes.,Unknown,38049800
US Forest Service,Other,USFS portages from Ensign Lake and Gibson Lake BWCA motors allowed.,Unknown,38050200
US Forest Service,Portage,,Open to Public use,38050300
US Forest Service,Portage,,Open to Public use,38050300
US Forest Service,Portage,,Open to Public use,38050300
Unknown,Other,Lies within BWCA in a non-motorized zone. Only access is 25 rod USFS portage from Snowbank Lake.,Unknown,38050400
Unknown,Other,Portage from Boot ~10 yards~ or Abinodji ~1/4 mi.~BWCAW non motorized route,Unknown,38050500
Unknown,Other,Portages - 1/4 miles from Abinodji Lake and 1/8 mile from Gibson Lake.,Unknown,38050600
Unknown,Other,Portages 1/4 mi. from Haven L. 1/4 mi. from Swing Lake.,Unknown,38050700
Unknown,Other,Portages from - Cattyman ~200 yards~ Ashigan ~1/3mi.~ Swing ~300 yards~.,Unknown,38050800
Unknown,Other,Portage from Ahsub L. 1/8 mi. or portage by way of Adventure 1/8 mile.,Unknown,38050900
Unknown,Other,Portages - 10 yards. from Adventure L. 1/5 mile from Jordan L. 50 yards. from Gibson Lake.,Unknown,38051000
Unknown,Other,Access by canoe and portage BWCAW - no motors allowed.,Unknown,38051100
Unknown,Other,Portage 1/8 mile from Jitterbug L or paddle from Cattyman Lake.,Unknown,38051200
US Forest Service,Carry-In,1/8 mile portage from Disappointment Lake in the BWCAW.,Unknown,38051600
US Forest Service,Carry-In,1/8 mile portage from Jitterbug Lake in the BWCAW.,Unknown,38051600
US Forest Service,Carry-In,100 rod portage from Birch L.,Unknown,38052000
US Forest Service,Carry-In,100 rod portage from Trident L.,Unknown,38052000
Unknown,Other,Lies within BWCA- non-motor route- 20 rod portage from Knife Lake.,Unknown,38052400
US Forest Service,Carry-In,,Open to Public use,38052600
US Forest Service,Carry-In,,Open to Public use,38052600
US Forest Service,Channel,Water connection to Lake 3,Open to Public use,38052800
US Forest Service,Portage,XX rod portage to an eastern bay of Lake 4 and the Kawishiwi River,Open to Public use,38052800
US Forest Service,Portage,XX rod portage to Fire Lake,Open to Public use,38052800
US Forest Service,Portage,XX rod portage to Bridge Lake,Open to Public use,38052800
US Forest Service,Concrete,Parking for approx. 8 vehicles with trailers. Outhouse available.,Open to Public use,38052900
US Forest Service,Portage,,Fee/Permit needed,38052900
US Forest Service,Portage,,Fee/Permit needed,38052900
US Forest Service,Portage,"Portage invloves two parts; 158yds. to a small beaver pond, paddle across pond, then 209yds. to Snowbank Lk.",Fee/Permit needed,38052900
US Forest Service,Portage,,Open to Public use,38052900
US Forest Service,Carry-In,"Parking for approx. 30 vehicles without trailers. This is the designated canoe landing, there is a dock but no ramp.",Open to Public use,38052900
US Forest Service,Portage,,Fee/Permit needed,38052900
US Forest Service,Gravel,Parking for approx. 7 vehicles with trailers.,Open to Public use,38052900
US Forest Service,Portage,"Private vendor operates a truck portage (680yds.) to/from Basswood Lk., fee required for truck option. This portage also functions as a carry in access (360yds.). No fee for carry in option. Both options require a USFS permit & a fee may be required for the permit.",Fee/Permit needed,38053000
DNR,Channel,No motors allowed from Sucker Lk. into Birch Lk. Birch Lk. is paddle only.,Fee/Permit needed,38053000
US Forest Service,Portage,150 ft. portage from Birch Lk. Birch Lk. is paddle only - no motors allowed.,Fee/Permit needed,38053000
DNR,Channel,SW end of Sucker Lk.,Fee/Permit needed,38053000
US Forest Service,Portage,,Open to Public use,38053100
US Forest Service,Portage,The main water channel could be canoeable depending on water levels or during low levels you can walk your canoe through the secondary channel south of the main channel.,Open to Public use,38053100
US Forest Service,Portage,This access is all on high ground and is used in the winter by sled dog mushers to avoid the rapids at AC1.,Open to Public use,38053100
DNR,Channel,Southwest end of lake.,Fee/Permit needed,38053200
US Forest Service,Portage,Southern-most bay of lake.,Fee/Permit needed,38053200
US Forest Service,Portage,Northeast end of lake.,Fee/Permit needed,38053200
US Forest Service,Portage,South shore of large bay in northeast portion of lake.,Fee/Permit needed,38053200
US Forest Service,Gravel,,Open to Public use,38053900
DNR,Carry-In,Access is wide enough to get a boat to the water but rocks make it difficult to back a trailer in.,Open to Public use,38054000
Unknown,Other,NONE,Unknown,38054100
Unknown,Other,NONE,Unknown,38054200
US Forest Service,Carry-In,Outlet creek leading to the lake is very low - canoes and light shallow running flat bottom boats advised.,Open to Public use,38054900
US Forest Service,Carry-In,A 300 foot carry-in trail from USFS Rd #386. Trail ends on the northwest shore.,Open to Public use,38055000
US Forest Service,Carry-In,A short 50 foot carry-in to the east side of the lake. Access is off a spur road from USFS Rd. #386. There is a campsite at the end of the road and start of the trail.,Open to Public use,38055000
US Forest Service,Carry-In,A short carry from USFS Rd. #383 to a shallow bay on the northwest end of the lake. There is about 600 feet of the shallow bay through a channel to the large northwest basin of the lake.,Open to Public use,38055100
US Forest Service,Carry-In,About a 100 yard carry down access from gravel parking lot near campsite on southeastern basin.,Open to Public use,38055100
